batch_size,epochs,learning_rate,noise_multiplier,max_grad_norm,clipping_mode,algorithm,overall_privacy_spent,dataset,model_name,device,iteration_train_times,training_losses,validation_losses,validation_dice_scores,validation_accuracies,total_training_time
10,100,0.0005,0.5,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",per_layer,Opacus-AC,"[13.181422858308167, 16.990932332738247, 20.01228577369793, 22.64497654660464, 25.035361526891794, 27.256276994414762, 29.350158413261024, 31.344282260803155, 33.257376089851874, 35.10298705397637, 36.89124255660175, 38.62998412181622, 40.32541904099796, 41.98255231777897, 43.6054924203368, 45.197673541060546, 46.761975897107064, 48.300873185890104, 49.81648100533985, 51.31064439039049, 52.78497877503004, 54.240893876419555, 55.67965721287913, 57.10238482767057, 58.510081673385905, 59.903650623208364, 61.28391002565525, 62.65159610344013, 64.00739170093273, 65.35190576139011, 66.68570334026585, 68.00930455408005, 69.32318961765445, 70.62780184810885, 71.92355044984339, 73.21081410170412, 74.4899476055357, 75.76128023146555, 77.02512266124374, 78.28176286836131, 79.53147025709238, 80.77449685159264, 82.01108556242256, 83.24145956530467, 84.46583105838847, 85.68440178201091, 86.89735760669727, 88.1048786524257, 89.30713910631049, 90.50429546012646, 91.6965016389626, 92.8839066528702, 94.06664667210325, 95.24485373122556, 96.41865388952412, 97.58816750121798, 98.75351056938186, 99.91479362073927, 101.07211779369376, 102.22558810009959, 103.3752980613128, 104.52134284210379, 105.66380628553428, 106.80277851503915, 107.9383400328561, 109.07056895200569, 110.19954152918193, 111.32533100333565, 112.44800776534878, 113.5676393840452, 114.68429084342516, 115.7980249346378, 116.90890298757562, 118.01698577876581, 119.12232613875088, 120.22498064881887, 121.32500410844935, 122.4224441041663, 123.51735445917879, 124.60978028328694, 125.69976832190146, 126.78736635179418, 127.87261556011588, 128.95555807090574, 130.03623688284083, 131.11469197415283, 132.19096137915264, 133.26508281919058, 134.3370929035483, 135.40702720639334, 136.47492037085655, 137.5408061067744, 138.6047173776288, 139.6666868179797, 140.72674425923108, 141.7849193019154, 142.8412418693593, 143.89574279379508, 144.94844695023502, 145.99938219125923]",Duke,unet,cpu,"[82.04401993751526, 80.41173815727234, 62.144437074661255, 71.31788182258606, 76.05522608757019, 74.69476294517517, 70.24431800842285, 82.0692389011383, 69.8453381061554, 79.25169682502747, 61.66606593132019, 80.01299786567688, 76.81204199790955, 79.20949196815491, 80.82915306091309, 78.02394890785217, 79.6547839641571, 80.50051712989807, 80.55764031410217, 74.42046284675598, 75.04484105110168, 76.9667022228241, 78.73246693611145, 74.14189314842224, 78.84635281562805, 85.50436091423035, 75.81791472434998, 76.05398607254028, 65.47734189033508, 74.64923405647278, 72.32294487953186, 75.47767686843872, 77.02909016609192, 70.4607560634613, 69.60510802268982, 76.88078308105469, 69.86943626403809, 80.13584399223328, 81.93060398101807, 74.98804521560669, 69.48164796829224, 72.41689896583557, 69.83486604690552, 77.66096115112305, 83.12822794914246, 78.30804896354675, 76.23743891716003, 73.05619883537292, 80.69505000114441, 67.2367811203003, 68.99807000160217, 73.27647995948792, 83.36946606636047, 87.5269341468811, 83.28364586830139, 88.00288105010986, 85.91828107833862, 78.05773520469666, 86.26978898048401, 94.37116312980652, 79.35843992233276, 102.51890587806702, 81.50872611999512, 99.63669180870056, 70.40246391296387, 102.66336107254028, 99.07402300834656, 92.53048872947693, 103.46710896492004, 110.20447111129761, 118.0385160446167, 109.76143717765808, 117.96086001396179, 99.71347403526306, 117.76020812988281, 80.26984763145447, 108.60079717636108, 95.17319297790527, 57.980748891830444, 68.22066879272461, 51.57817006111145, 71.48772597312927, 48.975061893463135, 75.81881499290466, 65.19204998016357, 73.42826104164124, 55.42652702331543, 70.72649693489075, 56.078803062438965, 83.79929232597351, 68.80191016197205, 66.83785223960876, 70.73241806030273, 69.44653415679932, 61.002870082855225, 54.31673979759216, 54.898707151412964, 64.80598998069763, 58.364784955978394, 67.33053994178772]","[0.13666862791234796, 0.1365919944011804, 0.13648386796315512, 0.13647065740643124, 0.13637833523027826, 0.13628913778247256, 0.13623343453262793, 0.1361987626913822, 0.13610517617427942, 0.1360213684313225, 0.13587327798207602, 0.13582457918109317, 0.1357694286288637, 0.13576442183870258, 0.1356468814792055, 0.13558241454037753, 0.13547454458294492, 0.13544223886547666, 0.13533791628750888, 0.1352631070397117, 0.13525037693254877, 0.13510895859111438, 0.13503000952980734, 0.13503330765348492, 0.13487729881749008, 0.1347675070618138, 0.1347329110810251, 0.13466572761535645, 0.1346097353732947, 0.1345698038736979, 0.13449153033169833, 0.13442916219884699, 0.1343436963630445, 0.13425831361250443, 0.13414952971718527, 0.1341337182305076, 0.13411728902296585, 0.13406572197422836, 0.1339155977422541, 0.1339087775259307, 0.13380439353711676, 0.13380791201735986, 0.1337268677624789, 0.13358634890932025, 0.133647261243878, 0.13359601208657929, 0.13346882299943405, 0.1333437291058627, 0.1332866567553896, 0.13320110060951926, 0.13324354272900205, 0.1331603888309363, 0.13304510622313528, 0.13301952679951987, 0.13294170119545676, 0.1329166672446511, 0.1328523556391398, 0.1329187010273789, 0.13274967309200403, 0.1327298084894816, 0.13262370499697598, 0.13264170559969815, 0.13256429542194714, 0.13252782821655273, 0.13246866428490842, 0.1324786345163981, 0.13232247034708658, 0.13228964083122485, 0.13230198441129742, 0.13224240505334103, 0.13211864413637103, 0.13213637380888968, 0.13212030945402203, 0.13211642612110486, 0.13198447227478027, 0.13191422910401315, 0.13203811284267541, 0.13184245066209274, 0.13184322732867618, 0.131858923218467, 0.1317932027758974, 0.13167629819927792, 0.13178821766015256, 0.13160223671884247, 0.13160352995901398, 0.13158534512375342, 0.13151919119285815, 0.13145873040863962, 0.1314232349395752, 0.13139591433785178, 0.13132216713645242, 0.1313640493335146, 0.13139329534588437, 0.13124459440057928, 0.1311697092923251, 0.13116387887434525, 0.13105860623446378, 0.13115481174353397, 0.13104746919689755, 0.13100202517075973]","[3.022470008243214, 2.998193686658686, 2.993715914812955, 2.988338362086903, 2.983563325621865, 2.979044719175859, 2.974091876636852, 2.969344312494451, 2.9641052918000654, 2.9590415087613193, 2.9541888453743677, 2.9492030143737793, 2.9447916746139526, 2.940074097026478, 2.9351564970883457, 2.9299895113164727, 2.925287225029685, 2.9200017668984155, 2.9148056398738516, 2.9102925929156216, 2.9057310819625854, 2.9008734226226807, 2.8960059122605757, 2.891482049768621, 2.887034307826649, 2.8825425776568325, 2.878018184141679, 2.873475497419184, 2.8691737435080786, 2.864806391976096, 2.860693162137812, 2.856008367104964, 2.8518531755967573, 2.847593383355574, 2.843022812496532, 2.8390625498511572, 2.834644003347917, 2.8307873660867866, 2.8268685232509267, 2.8220603466033936, 2.8185429247942837, 2.8145060647617686, 2.8108630830591377, 2.8072589093988594, 2.8031087680296465, 2.7993760434064, 2.7952244715257124, 2.791243011301214, 2.787293694236062, 2.783689108761874, 2.779823129827326, 2.7758486812764946, 2.7726207971572876, 2.7690447352149268, 2.7653942650014702, 2.7616965770721436, 2.758807507428256, 2.755418972535567, 2.7524146058342676, 2.7487338456240566, 2.745407364585183, 2.7418667619878594, 2.7385959408499976, 2.735847321423617, 2.73280732198195, 2.7289640686728736, 2.7255164818330244, 2.722848512909629, 2.7198611172762783, 2.7171547412872314, 2.713900165124373, 2.7112994519147007, 2.7084787650541826, 2.7057983441786333, 2.702794996174899, 2.6999488310380415, 2.6971835656599565, 2.694061615250327, 2.6912902810356836, 2.688248536803506, 2.6857103542848066, 2.6827025413513184, 2.6793982224030928, 2.676506140015342, 2.6738387129523535, 2.6715877056121826, 2.6688590049743652, 2.666144544428045, 2.663529786196622, 2.6611822084947065, 2.6584763635288584, 2.65595018863678, 2.6533031571995127, 2.6508773782036523, 2.6484211683273315, 2.6460672833702783]","[tensor(0.1069), tensor(0.1418), tensor(0.1450), tensor(0.1488), tensor(0.1507), tensor(0.1520), tensor(0.1536), tensor(0.1555), tensor(0.1577), tensor(0.1590), tensor(0.1609), tensor(0.1632), tensor(0.1641), tensor(0.1663), tensor(0.1674), tensor(0.1692), tensor(0.1707), tensor(0.1712), tensor(0.1712), tensor(0.1721), tensor(0.1721), tensor(0.1714), tensor(0.1712), tensor(0.1725), tensor(0.1716), tensor(0.1711), tensor(0.1712), tensor(0.1696), tensor(0.1680), tensor(0.1664), tensor(0.1658), tensor(0.1641), tensor(0.1640), tensor(0.1648), tensor(0.1645), tensor(0.1658), tensor(0.1667), tensor(0.1672), tensor(0.1679), tensor(0.1688), tensor(0.1696), tensor(0.1695), tensor(0.1683), tensor(0.1687), tensor(0.1706), tensor(0.1709), tensor(0.1713), tensor(0.1709), tensor(0.1706), tensor(0.1706), tensor(0.1713), tensor(0.1720), tensor(0.1725), tensor(0.1755), tensor(0.1770), tensor(0.1762), tensor(0.1766), tensor(0.1788), tensor(0.1796), tensor(0.1795), tensor(0.1796), tensor(0.1789), tensor(0.1791), tensor(0.1795), tensor(0.1802), tensor(0.1812), tensor(0.1827), tensor(0.1844), tensor(0.1841), tensor(0.1855), tensor(0.1864), tensor(0.1864), tensor(0.1884), tensor(0.1863), tensor(0.1846), tensor(0.1857), tensor(0.1864), tensor(0.1857), tensor(0.1883), tensor(0.1896), tensor(0.1896), tensor(0.1905), tensor(0.1917), tensor(0.1914), tensor(0.1930), tensor(0.1950), tensor(0.1964), tensor(0.2002), tensor(0.2024), tensor(0.2037), tensor(0.2033), tensor(0.2030), tensor(0.2053), tensor(0.2074), tensor(0.2116), tensor(0.2137)]","[0.42497227939471244, 0.6252400640653989, 0.6389046918483302, 0.6519587415932282, 0.6622597547541744, 0.6675420700950835, 0.672981106505102, 0.678004333835807, 0.6804149394132653, 0.6858440108998145, 0.6870914381377551, 0.6900655148423006, 0.6917006681934137, 0.69349344851577, 0.6931383348794063, 0.694817877435065, 0.6978001072588126, 0.6966025046382189, 0.697911533221243, 0.6962383319805194, 0.6961133174860853, 0.6954393262987013, 0.6954891509160482, 0.6969784540236549, 0.6966786004174397, 0.6957600156539888, 0.696187601461039, 0.6934463416048238, 0.6926573008464749, 0.6906942109230055, 0.6890925759508348, 0.6880462589865491, 0.6881939210343229, 0.6885617173005566, 0.6878995028409091, 0.6875570718344156, 0.6866946530032467, 0.6875706603664193, 0.6882718286178108, 0.6896007870477736, 0.6897656612360853, 0.6913410250463822, 0.6909668874652134, 0.6929209183673469, 0.694964633580705, 0.6956087299976809, 0.6966586705705009, 0.6956703313427643, 0.6958605707908163, 0.6959230780380334, 0.6969367825255102, 0.6979368984809833, 0.697978569979128, 0.6992495506725418, 0.700100192775974, 0.6998782467532467, 0.7009508348794063, 0.7027907221127088, 0.7044521466256958, 0.7052665526437848, 0.7061135711386828, 0.7073546570616883, 0.7055029931006493, 0.7073311036062152, 0.707850185528757, 0.7096040120593692, 0.7108949225997218, 0.7134377898886828, 0.7133200226113172, 0.7147051469735621, 0.7151571921382189, 0.7171030699211502, 0.718592373028757, 0.7184329342532467, 0.7187255406423934, 0.7198742245477736, 0.7205554629522264, 0.7199865564123377, 0.7223437137639147, 0.7235757406655844, 0.7238837473910018, 0.7262544932745826, 0.7277265842416512, 0.7269239549512987, 0.7281813471127088, 0.7302141915004638, 0.7306082589285714, 0.7330831835575139, 0.7338513885667903, 0.7352057122564936, 0.7363543961618738, 0.7367194747217068, 0.7379451603084416, 0.7400749362244898, 0.7423804571544527, 0.7433678904800557]",9257.908122301102
10,100,0.0005,0.7,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",per_layer,Opacus-AC,"[6.77845162840366, 8.591740126144769, 10.024552646680666, 11.266905783809179, 12.389495870397377, 13.427824519415795, 14.40270398628111, 15.327571061710229, 16.211696655658912, 17.06179682477405, 17.88292153195887, 18.67898138607738, 19.45307860887116, 20.207722884032673, 20.944978827046555, 21.666569217392585, 22.373949672660174, 23.068363064527354, 23.75088067910119, 24.422433750561524, 25.08383776438084, 25.7358115791972, 26.378993192623252, 27.01395154877047, 27.641196594519176, 28.26118760027569, 28.874339927343613, 29.48103066570512, 30.081603455710795, 30.67637233266917, 31.265625262901413, 31.849627496385512, 32.42862343811015, 33.002839067579885, 33.57248387663153, 34.13775241383942, 34.69882580341557, 35.25587302483651, 35.80905193503257, 36.35851036659314, 36.90438692971465, 37.44681185238315, 37.98590762226159, 38.521789434261265, 39.054566198869985, 39.58434094726271, 40.11121099199875, 40.635268465827224, 41.15660074811761, 41.6752907799417, 42.19141733934847, 42.70505539317119, 43.21627632437589, 43.72514814944765, 44.2317357382975, 44.73610103208989, 45.23830324374903, 45.73839895944362, 46.23644238117803, 46.732485377171706, 47.226577682909074, 47.71876703712423, 48.2090991873006, 48.697618154576325, 49.184366195260594, 49.66938377416666, 50.15270993107654, 50.63438260500717, 51.11443806642927, 51.59291130006212, 52.069836043961566, 52.5452448266886, 53.01916906758529, 53.49163915853484, 53.96268439867603, 54.43233315601443, 54.90061285214067, 55.367550044980355, 55.833170407956594, 56.297498822728286, 56.76055941631889, 57.22237552872633, 57.68296984462306, 58.142364319426, 58.600580296429975, 59.057638464533916, 59.51355891837772, 59.96836119319237, 60.422064283228046, 60.87468657702865, 61.32624603393893, 61.77676011306886, 62.226245763510555, 62.674719502640926, 63.122197384675225, 63.568695097199104, 64.01422785943655, 64.45881055175528, 64.90245763455147, 65.34518324243334]",Duke,unet,cpu,"[98.32524991035461, 95.9960720539093, 83.18029308319092, 78.17085599899292, 63.880033016204834, 68.13653111457825, 74.32564282417297, 84.85244917869568, 65.68578004837036, 92.56109714508057, 74.17069387435913, 79.75290584564209, 85.77087116241455, 72.21200585365295, 85.32817006111145, 64.67341899871826, 87.1214509010315, 71.18585777282715, 69.47642230987549, 60.00534510612488, 73.31543827056885, 64.09465909004211, 78.40721797943115, 102.31062483787537, 88.90980005264282, 85.57468581199646, 71.21915221214294, 90.75664377212524, 66.97868990898132, 66.68334221839905, 85.85818696022034, 95.60349416732788, 86.7093448638916, 94.7866599559784, 97.4412739276886, 87.36254000663757, 95.51157999038696, 78.0890429019928, 75.5236508846283, 72.06439805030823, 90.37396311759949, 78.28037977218628, 105.64961409568787, 100.75884532928467, 85.97030591964722, 85.4526138305664, 71.99912691116333, 85.85522627830505, 65.42616510391235, 98.75879883766174, 75.01682305335999, 74.17521667480469, 84.44670128822327, 99.49985694885254, 84.04942107200623, 94.17296195030212, 95.54529690742493, 94.31857299804688, 101.51233911514282, 94.56187295913696, 97.54764294624329, 82.52582311630249, 109.75529599189758, 105.69472479820251, 59.15764617919922, 51.98462700843811, 53.31022906303406, 45.727930784225464, 49.63957095146179, 47.52587008476257, 64.19444990158081, 47.78184199333191, 58.71956467628479, 55.30096507072449, 41.63095188140869, 42.85384511947632, 42.94611406326294, 37.571601152420044, 54.733853816986084, 45.96690893173218, 41.968214988708496, 41.64466714859009, 56.249451875686646, 59.14168190956116, 50.44968008995056, 51.50253415107727, 47.22813391685486, 62.912339210510254, 57.30576014518738, 48.3451189994812, 47.46626925468445, 48.49501013755798, 41.84267807006836, 41.51284217834473, 68.56257200241089, 52.00400424003601, 43.026256799697876, 54.64453983306885, 58.400537967681885, 51.789146184921265]","[0.13666795961784595, 0.136588428959702, 0.13647715973131586, 0.136460542678833, 0.13636633121606076, 0.13627660996986157, 0.1362231500221021, 0.13618691039807868, 0.1360937754313151, 0.13601582700555975, 0.1358675667733857, 0.135820544127262, 0.13576435320305102, 0.13576139464522852, 0.1356442083011974, 0.13558120799787116, 0.13547581614870013, 0.1354457067720818, 0.13534283638000488, 0.13526690367496375, 0.13525729468374542, 0.13511520804780902, 0.13503593387025775, 0.1350408395131429, 0.13488600470803, 0.13477682344841235, 0.1347403165065881, 0.13467442628109094, 0.13462056174422754, 0.13458361770167496, 0.1345063050587972, 0.13444200429049405, 0.13435926220633768, 0.13427464889757562, 0.1341670607075547, 0.13415081934495407, 0.13413534742413144, 0.13408654747587262, 0.13393747806549072, 0.13392813277967047, 0.13382332252733636, 0.1338278849919637, 0.13374935496937146, 0.13360311768271707, 0.1336689464973681, 0.13361685565023712, 0.13348931616002863, 0.1333667328863433, 0.13330700180747293, 0.13322439699461966, 0.13326379385861484, 0.13317784396084872, 0.13306205561666778, 0.1330346121932521, 0.1329564108993068, 0.13293064001834753, 0.1328655950950854, 0.13293355883974017, 0.13276216839299057, 0.1327408371549664, 0.1326359763289943, 0.13265670429576526, 0.13257957949782861, 0.13254345908309473, 0.13248408924449573, 0.13249406670079086, 0.13233746904315372, 0.13230479847301135, 0.13232042572715066, 0.13225791309819077, 0.13213247241395892, 0.13215111963676685, 0.132136167901935, 0.1321333430030129, 0.13200213331164737, 0.13193335316397928, 0.13205678896470505, 0.13186348568309436, 0.13186836965156323, 0.13188102028586648, 0.13181820782748135, 0.13169850725116153, 0.13181453401392157, 0.13162426153818765, 0.13162663488677054, 0.13160873543132434, 0.13153868733030377, 0.1314749320348104, 0.13144167986783115, 0.1314183943199389, 0.13134290955283426, 0.1313823786648837, 0.13141038201072, 0.13126376903418338, 0.13119156071634003, 0.131186767057939, 0.13107695001544376, 0.13117435484221487, 0.13107162894624652, 0.13102533239306827]","[3.02236025983637, 2.9972866123372857, 2.9929894642396406, 2.987471743063493, 2.9827848997983066, 2.9785234819759023, 2.973661108450456, 2.9690638563849707, 2.963741595094854, 2.958716544238004, 2.9539372595873745, 2.9489877115596426, 2.94485663283955, 2.9403045936064287, 2.93550385128368, 2.9303045814687554, 2.92574726451527, 2.9203941605307837, 2.9152034629474985, 2.9108777804808184, 2.9064119945872915, 2.901538057760759, 2.8966490788893267, 2.8921900445764717, 2.887848073785955, 2.8834729844873603, 2.8790298917076806, 2.874385421926325, 2.870196754282171, 2.8659301562742754, 2.862007747996937, 2.8572770032015713, 2.8532461469823662, 2.8490542390129785, 2.844412261789495, 2.8405923409895464, 2.8360428593375464, 2.832284027879888, 2.8284694498235528, 2.8233226320960303, 2.820013230497187, 2.8159495050256904, 2.812371622432362, 2.8088305321606724, 2.804487011649392, 2.80081261288036, 2.7964953184127808, 2.7924294471740723, 2.7883858030492608, 2.7848165360364048, 2.7808531522750854, 2.7766949155113916, 2.7736012502150102, 2.769989252090454, 2.7662586623972114, 2.762489145452326, 2.759809884158048, 2.7564450068907305, 2.753582141616128, 2.7497821287675337, 2.746493176980452, 2.742876562205228, 2.7396128394386987, 2.7370800213380293, 2.7341216910969126, 2.730009360746904, 2.726450421593406, 2.723995403809981, 2.7210720885883677, 2.7185166423971, 2.7151787281036377, 2.712716882879084, 2.709958087314259, 2.7073916738683526, 2.7043974616310815, 2.701582280072299, 2.6988520080393013, 2.695652636614713, 2.6929293220693413, 2.689797032963146, 2.687362226572904, 2.684257659045133, 2.68071973323822, 2.677770582112399, 2.67513306574388, 2.6730648170817983, 2.670331684025851, 2.667627681385387, 2.6650199673392554, 2.662773685021834, 2.660016482526606, 2.6575171188874678, 2.654845042662187, 2.652466795661233, 2.6500473781065508, 2.647761908444491]","[tensor(0.1075), tensor(0.1424), tensor(0.1456), tensor(0.1497), tensor(0.1512), tensor(0.1519), tensor(0.1534), tensor(0.1552), tensor(0.1575), tensor(0.1588), tensor(0.1604), tensor(0.1628), tensor(0.1641), tensor(0.1661), tensor(0.1669), tensor(0.1689), tensor(0.1708), tensor(0.1713), tensor(0.1704), tensor(0.1716), tensor(0.1718), tensor(0.1713), tensor(0.1710), tensor(0.1729), tensor(0.1726), tensor(0.1721), tensor(0.1723), tensor(0.1701), tensor(0.1687), tensor(0.1670), tensor(0.1662), tensor(0.1640), tensor(0.1638), tensor(0.1655), tensor(0.1643), tensor(0.1664), tensor(0.1677), tensor(0.1677), tensor(0.1686), tensor(0.1694), tensor(0.1702), tensor(0.1702), tensor(0.1683), tensor(0.1694), tensor(0.1722), tensor(0.1728), tensor(0.1731), tensor(0.1718), tensor(0.1712), tensor(0.1705), tensor(0.1709), tensor(0.1718), tensor(0.1723), tensor(0.1756), tensor(0.1775), tensor(0.1757), tensor(0.1757), tensor(0.1784), tensor(0.1791), tensor(0.1789), tensor(0.1784), tensor(0.1768), tensor(0.1770), tensor(0.1768), tensor(0.1779), tensor(0.1798), tensor(0.1812), tensor(0.1834), tensor(0.1826), tensor(0.1846), tensor(0.1863), tensor(0.1864), tensor(0.1886), tensor(0.1852), tensor(0.1819), tensor(0.1837), tensor(0.1848), tensor(0.1840), tensor(0.1885), tensor(0.1900), tensor(0.1902), tensor(0.1911), tensor(0.1932), tensor(0.1915), tensor(0.1931), tensor(0.1953), tensor(0.1960), tensor(0.2006), tensor(0.2032), tensor(0.2041), tensor(0.2033), tensor(0.2022), tensor(0.2046), tensor(0.2057), tensor(0.2093), tensor(0.2112)]","[0.4287118434021336, 0.6322254754174397, 0.6445846982258813, 0.6568107534206865, 0.6666252971358998, 0.6702181049976809, 0.6753219576182746, 0.679782619724026, 0.6810943660134509, 0.6872825834879406, 0.6875643190514842, 0.6906090561224489, 0.6924290135088126, 0.6938992926716141, 0.6931528293135436, 0.6947200400046383, 0.6985447588126159, 0.6966468938427643, 0.697972228664193, 0.6956132595083488, 0.6954846214053804, 0.6946493796382189, 0.6946865216256958, 0.6969992897727273, 0.6968661221590909, 0.6959149249188312, 0.6968208270524119, 0.6931981244202227, 0.6924580023770872, 0.6904450878362709, 0.6881015190166976, 0.6868649626043599, 0.6867843373144712, 0.6875914961154916, 0.6863603751159555, 0.6859309775046383, 0.6843655786178108, 0.6850431934137291, 0.6856456183325603, 0.6874184688079777, 0.6873441848330241, 0.6895681745709648, 0.6886957908163265, 0.6912685528756958, 0.6941167091836735, 0.6947780177411874, 0.6960417512175324, 0.6941094619666048, 0.6938793628246753, 0.6932488549397031, 0.6940188717532467, 0.6948495840097403, 0.694437398538961, 0.6957536743390538, 0.6965852924976809, 0.6956359070616883, 0.6964675252203154, 0.6982639291512059, 0.7003719634160482, 0.7011120854591837, 0.7015885899814471, 0.7025325400046383, 0.6998664700255102, 0.7014735404104824, 0.701997151843692, 0.7043778626507421, 0.7058091880217996, 0.7086491912105751, 0.708243347054731, 0.7096610838937848, 0.7094654090329313, 0.7119358041512059, 0.7132330560064936, 0.7122963532003711, 0.7118524611549165, 0.7131805136827458, 0.7137856563079777, 0.7126849852156771, 0.715550353664193, 0.7168784061920223, 0.7172416729475881, 0.7197301861085343, 0.7214233171961967, 0.7200934528641002, 0.7210328733766234, 0.7232251565398887, 0.723172614216141, 0.7260207705241187, 0.7273895886479592, 0.7290410482374768, 0.72991977330705, 0.7302223446196661, 0.7313103330820965, 0.7336221953269945, 0.7363716083024119, 0.7375030800672542]",8457.36335682869
