batch_size,epochs,learning_rate,noise_multiplier,max_grad_norm,clipping_mode,algorithm,overall_privacy_spent,dataset,model_name,device,iteration_train_times,training_losses,validation_losses,validation_dice_scores,validation_accuracies,total_training_time
10,100,0.0005,0.5,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",per_layer,Opacus-RS,"[10.031833954344934, 13.181422858308167, 14.963338934898788, 16.990932332738247, 18.348729131592698, 20.01228577369793, 21.177058635035934, 22.64497654660464, 23.693862700188948, 25.035361526891794, 26.00499696797418, 27.256276994414762, 28.167368110791585, 29.350158413261024, 30.21575610260565, 31.344282260803155, 32.17321768635301, 33.257376089851874, 34.05596448353863, 35.10298705397637, 35.87590147766187, 36.89124255660175, 37.6420852740611, 38.62998412181622, 39.361587837970816, 40.32541904099796, 41.040053711545205, 41.98255231777897, 42.68207172005833, 43.6054924203368, 44.29144572605105, 45.197673541060546, 45.87134987009492, 46.761975897107064, 47.424483886457196, 48.300873185890104, 48.95315995077022, 49.81648100533985, 50.459367031124266, 51.31064439039049, 51.94484514406438, 52.78497877503004, 53.411120214462635, 54.240893876419555, 54.85953865554502, 55.67965721287913, 56.29130083095149, 57.10238482767057, 57.707466771529944, 58.510081673385905, 59.109005404098056, 59.903650623208364, 60.49677441849707, 61.28391002565525, 61.8715575137903, 62.65159610344013, 63.23407204317723, 64.00739170093273, 64.58495877183014, 65.35190576139011, 65.92481335580847, 66.68570334026585, 67.2541810038626, 68.00930455408005, 68.57356152778513, 69.32318961765445, 69.88342096402806, 70.62780184810885, 71.18418364243468, 71.92355044984339, 72.47625117437605, 73.21081410170412, 73.75998861124938, 74.4899476055357, 75.03573950051637, 75.76128023146555, 76.30382757500921, 77.02512266124374, 77.56454911620855, 78.28176286836131, 78.81818508367724, 79.53147025709238, 80.06499848201737, 80.77449685159264, 81.30523975107566, 82.01108556242256, 82.5391386193447, 83.24145956530467, 83.7669144866556, 84.46583105838847, 84.98877430158582, 85.68440178201091, 86.20491566393358, 86.89735760669727, 87.41552284709589, 88.1048786524257, 88.62076721968192, 89.30713910631049, 89.82082198988357, 90.50429546012646]",Duke,NestedUNet,cpu,"[198.0007963180542, 196.80057907104492, 218.80901718139648, 483.38380002975464, 202.74742484092712, 208.71260380744934, 730.4988448619843, 1058.7393817901611, 200.60881209373474, 208.01527094841003, 1289.505793094635, 1135.168839931488, 1135.7073531150818, 200.85179090499878, 316.2506833076477, 487.1936960220337, 218.81625485420227, 219.34706783294678, 217.31657910346985, 211.93990778923035, 218.17158818244934, 778.342316865921, 210.68196082115173, 214.69444394111633, 230.19353222846985, 244.28253698349, 250.68475103378296, 235.5375747680664, 224.6683361530304, 230.9764380455017, 231.058669090271, 241.7080638408661, 234.14572620391846, 232.96290802955627, 230.10085701942444, 225.93568205833435, 229.18029284477234, 235.62548804283142, 230.79616117477417, 227.9638328552246, 227.88363099098206, 235.07210516929626, 227.40746593475342, 258.32581996917725, 257.0171117782593, 248.69002890586853, 241.2069010734558, 241.43622493743896, 231.374902009964, 227.58736181259155, 221.1847779750824, 233.05054807662964, 236.81830763816833, 228.39189314842224, 235.6390368938446, 229.90004682540894, 223.6105992794037, 230.17221474647522, 225.2638442516327, 243.19796800613403, 254.678062915802, 259.05791187286377, 246.08508682250977, 223.22939705848694, 228.33157014846802, 223.10601210594177, 238.13786816596985, 214.5760190486908, 221.71439814567566, 223.7381341457367, 235.34775185585022, 255.46079802513123, 247.97928380966187, 233.19343996047974, 246.80856609344482, 246.26505303382874, 242.5465018749237, 250.75814294815063, 230.70472598075867, 206.10423135757446, 217.47601699829102, 200.29530096054077, 223.53964018821716, 504.73402070999146, 2102.775339126587, 736.0076811313629, 236.58849596977234, 236.583881855011, 218.10558009147644, 219.33373713493347, 236.28946185112, 234.27052783966064, 238.20296120643616, 234.83239793777466, 231.95087790489197, 229.32000207901, 213.46653604507446, 200.0629119873047, 204.46248292922974, 205.79118585586548]","[0.13950715281746603, 0.137602069161155, 0.13596406488707571, 0.13483860275962137, 0.13357601382515646, 0.13245923230142304, 0.13122004089933453, 0.13006958455750436, 0.12934598778233383, 0.12901077126011704, 0.12794475121931595, 0.12790214654171106, 0.12726941253199722, 0.12692803686315363, 0.12662576906608813, 0.12655561981779156, 0.1259648221911806, 0.12535460428758102, 0.12575270912863992, 0.1256542205810547, 0.12490060473933365, 0.12490304311116536, 0.12457975835511179, 0.12429409677332098, 0.1243217099796642, 0.1238726485859264, 0.12350916140007251, 0.1238582892851396, 0.12368218826525139, 0.12324069846760143, 0.12304887265870065, 0.12273450331254439, 0.12267547303980048, 0.12265036322853783, 0.12275588151180383, 0.12234476479617032, 0.12207741809613777, 0.12188933112404564, 0.12177377036123564, 0.12151265505588416, 0.1212764870036732, 0.1214674458359227, 0.12163920836015181, 0.12132895715308911, 0.12107347719597095, 0.12083037874915382, 0.12064918062903664, 0.12094791007764412, 0.12040286533760303, 0.12033102729103783, 0.1203793901385683, 0.12001067941839044, 0.12011087302005652, 0.12016702962644173, 0.11995453003681067, 0.1199016860037139, 0.11963411172231038, 0.119195074746103, 0.11919230764562433, 0.11919632102503921, 0.11899609999223189, 0.11874554735241515, 0.11891984578334924, 0.11882010011961966, 0.11873050891991818, 0.11853049018166283, 0.11852035739205101, 0.11842193748011734, 0.1184380090597904, 0.11859862190304381, 0.11862322959032925, 0.11787943948398937, 0.11795566298744896, 0.11766908566157024, 0.11792779691291577, 0.11785622076554732, 0.11741792794429895, 0.11787125558564157, 0.11772760839173288, 0.11747690944960623, 0.11749652118393869, 0.11720542654846654, 0.11727333791328198, 0.11681303110989658, 0.1172615470308246, 0.11710611256686124, 0.1167459487915039, 0.11696233532645485, 0.11688419183095296, 0.11668757958845659, 0.11636966105663415, 0.1164754123398752, 0.11611866770368634, 0.11638647498506488, 0.1164637515039155, 0.11652217128060081, 0.11615828673044841, 0.11589905709931345, 0.11612201820720326, 0.11597003720023415]","[3.203506675633517, 2.724605007605119, 2.6539328640157525, 2.569670861417597, 2.517587661743164, 2.476072376424616, 2.4357833970676768, 2.3981305685910312, 2.376010873100974, 2.348487973213196, 2.3225808143615723, 2.300062797286294, 2.283577474680814, 2.263232848861001, 2.249907233498313, 2.2341271963986484, 2.218447360125455, 2.2061058174480093, 2.191540468822826, 2.1781382018869575, 2.169940460811962, 2.154702500863509, 2.1423472491177646, 2.1302452954378994, 2.1200799725272437, 2.103402538733049, 2.0922789465297353, 2.0777041803706777, 2.0669813589616255, 2.0543909939852627, 2.0450670502402564, 2.0333286740563135, 2.0233859474008735, 2.011104865507646, 2.004107491536574, 1.994931849566373, 1.9842700416391545, 1.9762408516623757, 1.9680941592563281, 1.9594251134178855, 1.9513271776112644, 1.9382547519423745, 1.9332960139621387, 1.923579600724307, 1.9127066894011064, 1.9034797224131497, 1.8976642110131003, 1.888757418502461, 1.882984459400177, 1.8746711124073376, 1.8686705177480525, 1.8592831925912336, 1.8507548516446894, 1.8407639535990628, 1.8357774019241333, 1.8247036717154763, 1.8215596621686763, 1.8150091117078608, 1.813174394044009, 1.803394545208324, 1.797145512971011, 1.7898456345904956, 1.7868298183787952, 1.7802917090329258, 1.7754173332994634, 1.76686491207643, 1.762300735170191, 1.7568846886808223, 1.7483306310393594, 1.7415564114397222, 1.739552221514962, 1.7322527766227722, 1.727336818521673, 1.7233875339681453, 1.716901177709753, 1.7101351672952825, 1.7045350670814514, 1.7019964402372187, 1.6985399939797141, 1.6879578286951238, 1.686260922388597, 1.6798612529581243, 1.6755999380891973, 1.6681894930926235, 1.6653315208174966, 1.6591790481047197, 1.6532017642801458, 1.6482498158108105, 1.6455572789365596, 1.6411195126446811, 1.6364153623580933, 1.6284966685555198, 1.6239618333903225, 1.6217363314195112, 1.6175845915620977, 1.6125840707258745]","[tensor(0.0366), tensor(0.1586), tensor(0.1658), tensor(0.1673), tensor(0.1641), tensor(0.1655), tensor(0.1660), tensor(0.1718), tensor(0.1725), tensor(0.1722), tensor(0.1789), tensor(0.1822), tensor(0.1860), tensor(0.1951), tensor(0.1977), tensor(0.2043), tensor(0.2062), tensor(0.2016), tensor(0.2028), tensor(0.1983), tensor(0.2021), tensor(0.2110), tensor(0.2135), tensor(0.2155), tensor(0.2182), tensor(0.2135), tensor(0.2171), tensor(0.2202), tensor(0.2226), tensor(0.2166), tensor(0.2159), tensor(0.2160), tensor(0.2177), tensor(0.2228), tensor(0.2203), tensor(0.2301), tensor(0.2359), tensor(0.2380), tensor(0.2383), tensor(0.2333), tensor(0.2364), tensor(0.2359), tensor(0.2304), tensor(0.2322), tensor(0.2276), tensor(0.2368), tensor(0.2319), tensor(0.2225), tensor(0.2199), tensor(0.2152), tensor(0.2179), tensor(0.2210), tensor(0.2231), tensor(0.2249), tensor(0.2175), tensor(0.2161), tensor(0.2221), tensor(0.2236), tensor(0.2144), tensor(0.2075), tensor(0.2149), tensor(0.2185), tensor(0.2207), tensor(0.2238), tensor(0.2272), tensor(0.2230), tensor(0.2239), tensor(0.2280), tensor(0.2339), tensor(0.2317), tensor(0.2330), tensor(0.2375), tensor(0.2282), tensor(0.2215), tensor(0.2171), tensor(0.2250), tensor(0.2360), tensor(0.2361), tensor(0.2300), tensor(0.2425), tensor(0.2544), tensor(0.2617), tensor(0.2601), tensor(0.2683), tensor(0.2671), tensor(0.2598), tensor(0.2649), tensor(0.2519), tensor(0.2555), tensor(0.2616), tensor(0.2597), tensor(0.2657), tensor(0.2572), tensor(0.2526), tensor(0.2554), tensor(0.2493)]","[0.04131366680194805, 0.6930024495593692, 0.7311608592300557, 0.7514639378478665, 0.757756334067718, 0.763503377203154, 0.7657128725069573, 0.7765465561224489, 0.782023640422078, 0.7930149510088126, 0.8004116419294991, 0.8036257826994434, 0.809773234577922, 0.81165751101577, 0.8165122405496289, 0.82220492955705, 0.8249634015538033, 0.8256238042091837, 0.8263068544179035, 0.826990810528757, 0.8295382073283859, 0.837037265190167, 0.8407070747333024, 0.8413104055542672, 0.8433251318993507, 0.8440824660830241, 0.846068203559833, 0.8513351185644712, 0.8520806760204082, 0.8509174976808905, 0.8502326356679035, 0.8499509001043599, 0.8526378058325603, 0.8569979128014842, 0.8529639306006493, 0.8584899336154916, 0.861928738114564, 0.863382711038961, 0.8643257551600185, 0.8631317761479592, 0.8647778003246753, 0.863629116419295, 0.8619722214169759, 0.8639987244897959, 0.8634361592648423, 0.8663422933093692, 0.8646138320384972, 0.8606505102040817, 0.8592327733650278, 0.8582996941674397, 0.859262668135436, 0.8600163787105751, 0.8608706444225418, 0.8619278322124304, 0.8604041048237476, 0.8610164946660482, 0.8623028756957328, 0.8634977606099258, 0.8603669628362709, 0.8576909279336735, 0.8600979099025974, 0.8614051266813544, 0.8611188616071429, 0.8624143016581632, 0.8637740607606679, 0.862557434195269, 0.8634479359925789, 0.8640521727156771, 0.8646690920686456, 0.8632740027829313, 0.864707139958256, 0.8673723040352505, 0.8654146495245826, 0.8644471460459183, 0.8631870361781077, 0.864785047541744, 0.8668659047425789, 0.8656048889726345, 0.8647977301716141, 0.8682881710923006, 0.8720893364448052, 0.8730450631957328, 0.8730785815746753, 0.8757075095663265, 0.8748623028756958, 0.8735079791859925, 0.8742209241651205, 0.8721020190746753, 0.8718356838474026, 0.8731800426136364, 0.8730794874768089, 0.8745280249884044, 0.8724535091025046, 0.8726618665932282, 0.8728249289772727, 0.8710611375231911]",32195.280207157135
10,100,0.0005,0.3,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",per_layer,Opacus-RS,"[25.85285862660758, 36.09354683444172, 41.91543444802039, 48.609092898491205, 53.13530727694656, 58.727273033623, 62.67217888257614, 67.67672639647458, 71.2731617675439, 75.90004238361841, 79.26029181734623, 83.61756997634089, 86.80339931810475, 90.95704181049975, 94.00738804079145, 97.99975947867757, 100.94189766016855, 104.8019104478465, 107.65401085633853, 111.403965668939, 114.17997487476367, 117.83563063648769, 120.54666786135523, 124.12156506197394, 126.77512829356988, 130.2782409531701, 132.8819267228744, 136.32233454893642, 138.88155357667162, 142.2658073037538, 144.7843861434599, 148.11730794210476, 150.59967617869526, 153.88765484824108, 156.33645574057843, 159.5818901246203, 162.001564066422, 165.20853638693336, 167.5997604249998, 170.77134946986254, 173.1371853734055, 176.27537017136663, 178.61738024781602, 181.72518614548258, 184.04526387488647, 187.12483699248168, 189.42443138185737, 192.4775091295322, 194.7577080034718, 197.78523467206563, 200.047540723781, 203.05159199464313, 205.29690770999898, 208.27902856879248, 210.50791143813956, 213.4694887323776, 215.68292044658637, 218.62456693371473, 220.82347532921008, 223.74648982289247, 225.93176536684973, 228.83708068956068, 231.0094195782198, 233.89780842019994, 236.05779891091686, 238.92927515832363, 241.07752963976975, 243.93450946700034, 246.07134520355314, 248.91302638607738, 251.0391754188546, 253.86668728115654, 255.982526978248, 258.7965815160351, 260.90241310000636, 263.70360887197063, 265.7993384864674, 268.5880017311121, 270.67544448828585, 273.452189801479, 275.5299786323797, 278.29527256990684, 280.36529100909024, 283.1191562923978, 285.1808397646114, 287.9241830008892, 289.9777566134905, 292.7107774059234, 294.75675154961067, 297.4795500206446, 299.51838271454227, 302.23139171834225, 304.2626979241888, 306.96712052146154, 308.99161886484467, 311.686497131008, 313.7045213328884, 316.3906820384488, 318.4020827750419, 321.0794613874599]",Duke,NestedUNet,cpu,"[200.7997748851776, 200.35931181907654, 219.1889100074768, 482.9646270275116, 203.03114581108093, 208.3091380596161, 731.0069050788879, 1058.8888869285583, 200.60600876808167, 207.98529601097107, 1289.8392369747162, 1135.9319229125977, 1135.7219619750977, 200.58523797988892, 315.9919378757477, 487.09524297714233, 219.04382586479187, 218.68107295036316, 217.04267120361328, 212.1632478237152, 218.38523197174072, 778.0996849536896, 210.61904287338257, 214.64052510261536, 230.17567825317383, 244.3678002357483, 250.4737479686737, 235.00307607650757, 224.77476906776428, 230.65365982055664, 231.03729581832886, 241.5248420238495, 233.70635890960693, 233.35327887535095, 230.80607104301453, 225.92744898796082, 227.6082570552826, 234.93568801879883, 230.44977807998657, 228.1460223197937, 227.62567710876465, 234.29246997833252, 227.47064185142517, 258.4426460266113, 255.06226801872253, 249.2004611492157, 241.26903796195984, 240.6320629119873, 230.8448510169983, 226.6131467819214, 220.8987729549408, 232.60685205459595, 236.5279200077057, 226.52870988845825, 234.9298391342163, 229.73303413391113, 221.5237910747528, 229.09077405929565, 225.84534311294556, 239.1822018623352, 254.163321018219, 257.3474748134613, 245.93502593040466, 222.22274780273438, 227.72875785827637, 222.4904010295868, 236.74843096733093, 213.8977119922638, 221.78992414474487, 223.28948879241943, 234.80442190170288, 253.6955258846283, 246.81001091003418, 232.52535915374756, 246.04683542251587, 245.95138001441956, 241.8114378452301, 251.12577271461487, 230.05247592926025, 205.08388113975525, 214.6637909412384, 198.524099111557, 219.33764624595642, 502.2521221637726, 2101.56746506691, 734.3368067741394, 236.13452577590942, 234.88088607788086, 215.30592799186707, 216.84880924224854, 233.95179510116577, 232.83109402656555, 237.46395015716553, 234.38950490951538, 228.77729606628418, 228.72274088859558, 210.66273593902588, 199.9104928970337, 204.8271999359131, 199.94747400283813]","[0.1394247141751376, 0.13748559446045847, 0.1358266274134318, 0.13472216057054925, 0.13341553644700485, 0.1322704842596343, 0.1309696544300426, 0.12983331174561472, 0.1291140281792843, 0.12872936508872293, 0.1277433489308213, 0.12772343375466086, 0.12706902532866507, 0.12676085486556543, 0.12647643956271085, 0.12632268486600934, 0.12584356828169388, 0.1252546707789103, 0.12561525359298242, 0.12541570807948257, 0.12475580157655658, 0.12474929202686656, 0.12440080353707979, 0.12416199843088786, 0.12407906488938765, 0.12367287549105557, 0.12328612804412842, 0.12363654194456158, 0.1235175457867709, 0.12297961206147165, 0.12280674414201216, 0.12252793890057188, 0.1224872198971835, 0.12245185808701949, 0.12254278226332231, 0.12214234381011038, 0.12186448863058379, 0.12171130830591376, 0.12153447758067738, 0.12132029822378447, 0.12106880997166489, 0.12121182680130005, 0.12140882015228271, 0.12113507949944699, 0.12083531509746205, 0.12061923561674176, 0.1204366304657676, 0.12066156213933771, 0.12017593239292954, 0.1200619972113407, 0.12009781960285071, 0.1198243336244063, 0.11986512126344623, 0.11990322488726991, 0.11966596227703673, 0.11966991243940411, 0.1193983843832305, 0.11901154120763142, 0.11896821043708107, 0.11896682508064038, 0.11880023912949995, 0.11849699959610448, 0.11867899605722139, 0.11858689785003662, 0.11845721620501894, 0.11827669721661192, 0.11819932316288803, 0.11815999674074577, 0.11816184809713652, 0.11832358981623795, 0.11829437992789528, 0.11760023145964651, 0.11772811593431415, 0.1174109758752765, 0.11767738876920758, 0.11760652787757642, 0.11717480421066284, 0.11763160878961737, 0.11747669451164477, 0.11726173487576572, 0.11725424636494029, 0.11692073489680435, 0.11702526518792818, 0.11661599441008134, 0.11699964060927882, 0.11682273221738411, 0.11646383458917792, 0.11669059052611842, 0.11658091256112764, 0.11646611401529024, 0.11616553321029201, 0.11628505677887888, 0.11588611205418904, 0.11615774487004135, 0.11624133225643274, 0.11624549735676158, 0.11592924053018744, 0.11565143411809747, 0.11586021654533618, 0.11570156884915901]","[3.1973406943407925, 2.709292693571611, 2.632766604423523, 2.5501223369078203, 2.497550194913691, 2.4529295834628018, 2.4164539250460537, 2.380834091793407, 2.3584079959175805, 2.3325686129656704, 2.310335560278459, 2.288217934695157, 2.2719428430904043, 2.251164772293784, 2.237107526172291, 2.2205329916693946, 2.2062260671095415, 2.1928672898899424, 2.1788182258605957, 2.1644902012564917, 2.1548326448960737, 2.140283302827315, 2.12826406955719, 2.1157584298740733, 2.104858940297907, 2.0889971256256104, 2.077854557470842, 2.0642271908846768, 2.0536245649511162, 2.040784705768932, 2.030994328585538, 2.0197242498397827, 2.0102121504870327, 1.9987256093458696, 1.990424177863381, 1.9808721163056113, 1.9711940451101824, 1.9619662761688232, 1.9531909444115378, 1.9447407830845227, 1.9371808821504766, 1.9250722256573765, 1.917728846723383, 1.9080312956463208, 1.8989605145020918, 1.889453736218539, 1.8826868371530012, 1.8745538809082725, 1.8684566075151616, 1.8603122180158442, 1.8534952943975276, 1.844863165508617, 1.8370980620384216, 1.828001314943487, 1.8226353200999172, 1.8128699497743086, 1.8077023408629678, 1.8004329258745366, 1.7960934422232888, 1.7869617505507036, 1.780388203534213, 1.7734669230201028, 1.768664766441692, 1.76264920017936, 1.7569203485142102, 1.7501139424063943, 1.7455273866653442, 1.7408441576090725, 1.7338067184795032, 1.7280154661698774, 1.7247337915680625, 1.7181473753669045, 1.7128486037254333, 1.7080569809133357, 1.7024585713039746, 1.6958136287602512, 1.6896836215799504, 1.685245768590407, 1.6817305250601335, 1.6740104339339517, 1.6703420173038135, 1.6639970215884121, 1.659975696693767, 1.6538800922307102, 1.6496943560513584, 1.6438994136723606, 1.6383891105651855, 1.6339260719039224, 1.6311764066869563, 1.6262644258412449, 1.621919041330164, 1.6157283945517107, 1.6114252968267961, 1.606852200898257, 1.6036375815218145, 1.5985558141361584]","[tensor(0.0372), tensor(0.1603), tensor(0.1671), tensor(0.1670), tensor(0.1653), tensor(0.1675), tensor(0.1677), tensor(0.1720), tensor(0.1742), tensor(0.1746), tensor(0.1796), tensor(0.1817), tensor(0.1853), tensor(0.1915), tensor(0.1937), tensor(0.1980), tensor(0.1981), tensor(0.1981), tensor(0.2025), tensor(0.2025), tensor(0.2060), tensor(0.2106), tensor(0.2112), tensor(0.2099), tensor(0.2114), tensor(0.2130), tensor(0.2152), tensor(0.2168), tensor(0.2165), tensor(0.2180), tensor(0.2171), tensor(0.2197), tensor(0.2201), tensor(0.2169), tensor(0.2168), tensor(0.2179), tensor(0.2198), tensor(0.2205), tensor(0.2233), tensor(0.2211), tensor(0.2222), tensor(0.2206), tensor(0.2225), tensor(0.2246), tensor(0.2225), tensor(0.2253), tensor(0.2254), tensor(0.2221), tensor(0.2237), tensor(0.2254), tensor(0.2279), tensor(0.2300), tensor(0.2341), tensor(0.2327), tensor(0.2289), tensor(0.2249), tensor(0.2274), tensor(0.2259), tensor(0.2252), tensor(0.2243), tensor(0.2241), tensor(0.2251), tensor(0.2233), tensor(0.2301), tensor(0.2303), tensor(0.2355), tensor(0.2339), tensor(0.2358), tensor(0.2386), tensor(0.2397), tensor(0.2349), tensor(0.2286), tensor(0.2291), tensor(0.2307), tensor(0.2301), tensor(0.2337), tensor(0.2393), tensor(0.2389), tensor(0.2397), tensor(0.2437), tensor(0.2472), tensor(0.2502), tensor(0.2491), tensor(0.2498), tensor(0.2513), tensor(0.2518), tensor(0.2510), tensor(0.2544), tensor(0.2571), tensor(0.2634), tensor(0.2658), tensor(0.2718), tensor(0.2709), tensor(0.2706), tensor(0.2747), tensor(0.2804)]","[0.04231378275742115, 0.7009852591604824, 0.734217373028757, 0.7513189935064936, 0.7584801498724489, 0.7646167309253247, 0.7687911279568646, 0.7797208371985158, 0.7867850620361782, 0.7966159119897959, 0.8039500956632653, 0.8075030438311688, 0.8147819674744898, 0.8177605736897031, 0.8226361389726345, 0.8273712894248608, 0.8283931470315399, 0.8305392291859925, 0.8331826516117811, 0.8335812485505566, 0.8373769784902597, 0.8429111346243042, 0.8449584734461967, 0.8455744868970315, 0.8470474837662337, 0.8485114216141002, 0.8492361433209648, 0.8530980041164193, 0.8527220547309833, 0.8534041990375696, 0.8528226098678108, 0.8542702414772727, 0.8559552194457328, 0.857259718518089, 0.8566283047309833, 0.8588821892393321, 0.861165968518089, 0.8613371840213359, 0.8627839097286641, 0.8621135421498145, 0.8635747622912802, 0.863484172077922, 0.8646183615491652, 0.8663314224837663, 0.8649897814239332, 0.8651872680890538, 0.8653621072008348, 0.86397698283859, 0.8630683629986086, 0.8638329443993507, 0.8656683021219852, 0.8664337894248608, 0.8673732099373841, 0.8667119013798701, 0.8653829429499073, 0.8647633058905381, 0.8663006218112245, 0.8662526089981447, 0.8649671338705937, 0.8643484027133581, 0.8649616984577922, 0.8646980809369202, 0.8633464749536178, 0.8649191210575139, 0.8651727736549165, 0.8663377637987013, 0.8654798744782004, 0.8660297570732839, 0.8655333227040817, 0.86558858273423, 0.865178209067718, 0.8653086589749536, 0.8659400727620594, 0.8668903641001855, 0.8665814514726345, 0.8679855997796846, 0.8692493332560297, 0.869499362244898, 0.8702385783858998, 0.8711906815282932, 0.8730785815746753, 0.8737018422425789, 0.873411953559833, 0.8735387798585343, 0.8745207777713359, 0.8743631508000927, 0.8745941558441559, 0.8743957632769017, 0.874634921440167, 0.8756866738172542, 0.875847018494898, 0.8771913772611317, 0.8771687297077922, 0.8775881623956401, 0.8780845967648423, 0.879102830762987]",32206.181510210037
