batch_size,epochs,learning_rate,noise_multiplier,max_grad_norm,clipping_mode,algorithm,overall_privacy_spent,dataset,model_name,device,iteration_train_times,training_losses,validation_losses,validation_dice_scores,total_training_time
10,5,0.0005,0.5,1.0,flat,opacus-rs-ac,"[10.031833954344934, 13.181422858308167, 14.963338934898788, 16.990932332738247, 18.348729131592698]",Duke,NestedUNet,cpu,"[136.85531973838806, 136.7954921722412, 144.8845739364624, 133.74176406860352, 161.1517632007599]","[0.14082752935814136, 0.14017233704075668, 0.1396824699459654, 0.1391498898014878, 0.1390099489327633]",[3.2965673316608775],[tensor(0.0322)],724.0488250255585
