batch_size,epochs,learning_rate,noise_multiplier,max_per_sample_grad_norm,clipping_mode,algorithm,overall_privacy_spent,dataset,model_name,device,iteration_train_times,training_losses,validation_losses,validation_dice_scores,validation_accuracies,total_training_time
10,100,0.0005,,,,Non-DP,,Duke,NestedUNet,cpu,"[133.95660090446472, 130.86514925956726, 119.27322387695312, 160.01738214492798, 125.93477392196655, 112.79987287521362, 105.60533404350281, 107.93907690048218, 100.56319618225098, 111.88759207725525, 116.44214010238647, 154.92666101455688, 168.9804449081421, 144.05007600784302, 107.0757999420166, 116.58535981178284, 167.51700568199158, 147.6675112247467, 168.8444378376007, 163.9903907775879, 162.37839078903198, 155.82937383651733, 169.69765496253967, 173.23791480064392, 168.12368988990784, 175.73552703857422, 162.07361721992493, 164.9506480693817, 158.82446479797363, 173.52195286750793, 157.121817111969, 159.73752808570862, 169.35235714912415, 156.549791097641, 157.29598307609558, 150.4372637271881, 158.8460190296173, 139.03703594207764, 153.15790605545044, 178.99017786979675, 155.87154293060303, 164.07292985916138, 147.36852407455444, 171.8957760334015, 167.94109797477722, 180.40810680389404, 181.8376660346985, 213.65191507339478, 212.16422581672668, 199.8096959590912, 214.58965682983398, 218.08575010299683, 266.8765199184418, 270.88912987709045, 233.58632016181946, 236.47849988937378, 138.13160490989685, 137.1147599220276, 166.88733792304993, 155.21565985679626, 138.17421579360962, 176.4261918067932, 170.10259413719177, 151.58159708976746, 143.01342916488647, 156.89063501358032, 95.18863368034363, 94.5875301361084, 124.06731581687927, 123.53839588165283, 128.56820797920227, 183.62290906906128, 211.26694893836975, 141.16289496421814, 184.84935808181763, 193.893874168396, 191.15018606185913, 175.26258778572083, 193.00759983062744, 146.25316619873047, 148.67292308807373, 193.99321007728577, 206.6459448337555, 179.12872529029846, 156.4771237373352, 214.38911318778992, 218.5668749809265, 219.4521598815918, 153.1038589477539, 190.51752519607544, 219.25525879859924, 182.11614108085632, 184.2028350830078, 207.37047004699707, 167.36112809181213, 218.96141004562378, 212.8432629108429, 198.0096709728241, 203.09409618377686, 238.4654221534729]","[0.13293845003301447, 0.1286711006453543, 0.1269664764404297, 0.12559101075837106, 0.1245802893783107, 0.12366596135226163, 0.12334809158787582, 0.12257900382533218, 0.12150552056052467, 0.12129663698601001, 0.12102446050354929, 0.1208998795711633, 0.1199811552510117, 0.11984198382406523, 0.119243683237018, 0.11875849781614362, 0.11860029444550023, 0.11838084098064539, 0.11755693320072058, 0.11792958143985632, 0.11747652292251587, 0.11724050478501753, 0.11692211122223825, 0.11653046174482866, 0.11721650939999205, 0.1161137277429754, 0.11596794561906294, 0.11605931412089955, 0.11519081303567598, 0.11520644570841934, 0.11525859616019508, 0.11483347596544208, 0.11504577506672252, 0.11437775149489894, 0.11408352851867676, 0.1141352400635228, 0.11392974131035083, 0.11374322212103641, 0.11418172807404489, 0.11366515087358879, 0.11371299895373257, 0.11345063375704216, 0.11373758316040039, 0.11305646462873979, 0.11319911841190222, 0.11334733890764641, 0.11291917887600986, 0.11263923392151341, 0.11260089549151334, 0.11262907223267989, 0.11218337217966716, 0.11238187551498413, 0.11244061137690689, 0.11214601271080249, 0.11236191337758844, 0.11208706552332098, 0.11188986807158499, 0.11187747211167307, 0.11216989430514249, 0.11210771401723225, 0.11166660352186723, 0.11161748206976688, 0.11154715942614006, 0.11150327234557181, 0.11118094126383464, 0.11133674961147887, 0.11171376705169678, 0.11137451186324611, 0.11097246408462524, 0.1113583915161364, 0.11078877701903835, 0.1112678050994873, 0.11087527419581558, 0.11093360366243304, 0.11113533467957468, 0.11076374487443404, 0.11070621013641357, 0.11107782703457457, 0.11106492895068544, 0.11037470535798506, 0.11063993338382605, 0.11112054008426088, 0.11101206143697102, 0.11049045577193752, 0.11069846514499548, 0.1106024890234976, 0.11066630031123306, 0.11044922019496109, 0.11009860399997595, 0.11047677199045818, 0.11032854065750584, 0.11003635507641417, 0.10988349264318292, 0.11013506217436357, 0.11030163006349043, 0.11015504056757147, 0.11002936868956595, 0.11018716205250133, 0.1096228017951503, 0.10995758844144417]","[2.7119001258503306, 1.937369785525582, 1.702872785654935, 1.5548481724478982, 1.454966962337494, 1.409706798466769, 1.4027792486277493, 1.3952950672669844, 1.3895776705308394, 1.3835624348033557, 1.3768820708448237, 1.3714876933531328, 1.3659202456474304, 1.3599218834530225, 1.3557454726912759, 1.3505836887793108, 1.3452692953023044, 1.3399756767533042, 1.335323073647239, 1.3306300098245794, 1.3268185745586047, 1.3219871087507769, 1.3172977024858648, 1.3133534734899348, 1.3095215342261575, 1.3052083849906921, 1.3016787333921953, 1.2974637421694668, 1.293887111273679, 1.2901989655061201, 1.2866474227471785, 1.2834905115040867, 1.279636193405498, 1.2763846624981274, 1.2732945572246204, 1.270059352571314, 1.2673019550063394, 1.2638851946050471, 1.2613488273187117, 1.2580083229325034, 1.2550142895091663, 1.2524244568564675, 1.2494065219705754, 1.246936104514382, 1.2443095391446894, 1.241729124025865, 1.2393104271455244, 1.237340439449657, 1.2342301444573835, 1.2314390377564863, 1.2294105128808455, 1.2267675453966314, 1.2247886332598599, 1.2218022292310542, 1.2197597514499317, 1.2175135124813428, 1.215359476479617, 1.2131290598349138, 1.2111349647695369]","[tensor(0.1529), tensor(0.2194), tensor(0.2550), tensor(0.2797), tensor(0.3100), tensor(0.3276), tensor(0.3281), tensor(0.3284), tensor(0.3345), tensor(0.3367), tensor(0.3375), tensor(0.3403), tensor(0.3438), tensor(0.3446), tensor(0.3482), tensor(0.3497), tensor(0.3552), tensor(0.3576), tensor(0.3616), tensor(0.3659), tensor(0.3710), tensor(0.3773), tensor(0.3796), tensor(0.3852), tensor(0.3895), tensor(0.3941), tensor(0.3977), tensor(0.4027), tensor(0.4101), tensor(0.4136), tensor(0.4166), tensor(0.4195), tensor(0.4258), tensor(0.4291), tensor(0.4308), tensor(0.4358), tensor(0.4367), tensor(0.4415), tensor(0.4434), tensor(0.4460), tensor(0.4496), tensor(0.4519), tensor(0.4538), tensor(0.4576), tensor(0.4567), tensor(0.4587), tensor(0.4600), tensor(0.4604), tensor(0.4644), tensor(0.4640), tensor(0.4665), tensor(0.4679), tensor(0.4681), tensor(0.4677), tensor(0.4686), tensor(0.4723), tensor(0.4723), tensor(0.4719), tensor(0.4744)]","[0.6860342503478665, 0.8611487563775511, 0.8774287236201299, 0.8828206531192022, 0.8881917468692022, 0.8913397567833952, 0.891770060296846, 0.8924105331052876, 0.8930428527945269, 0.8933608244434137, 0.894155300614564, 0.8943872115607606, 0.8949099170918368, 0.8957188876971243, 0.895710734577922, 0.8959136566558441, 0.8972870042903525, 0.8978794642857143, 0.898634080762987, 0.8996967039656771, 0.900133348794063, 0.9017105244086271, 0.902607367520872, 0.9034398915816326, 0.9042524857954546, 0.9055796324211502, 0.9060633841604824, 0.9078697530148423, 0.9094840706168831, 0.9103211241883117, 0.9116265291628015, 0.9117587908743042, 0.9138568602156771, 0.9150562746405381, 0.9154920135667903, 0.9168227838010204, 0.917104519364564, 0.9188284511247681, 0.9189960430194806, 0.9205514769828386, 0.9217119376159555, 0.92243665932282, 0.9231985230171614, 0.9238426194341373, 0.9241569674744898, 0.9248662888450835, 0.925416171440167, 0.9253908061804267, 0.9268166961386828, 0.9273104128014842, 0.9276428788845084, 0.9284264842300557, 0.9285406278988868, 0.9290905104939703, 0.9292988679846939, 0.9301105562963822, 0.9303107606679035, 0.9303633029916512, 0.9308851026205937]",18323.592409849167
